S.no1,tweet_id,created_at,screen_name,name,user_description,followers_count,text,location,coordinates,geo,iso_language_code,retweet_count,favorite_count,user_created_at,entities,verified,tweet_source,in_reply_to_status_id_str,in_reply_to_user_id_str
817,1.31154E+18,10/1/2020 5:43,Nakro_Jojo,JoJo Nakro Naga,"Journalist | Naga Girl | Believer of Jesus Christ but Respect all Religion | Nation First|
Nature Lover | Adventure & Travelling | @SudarshanNewsTV |",1325,"RT @lindanewmai: My heartfelt thank you to everyone who supported me &amp; praying for my well being 🙏 
I’m Covid’s negative now! 
* Please sta…",Rüzazho/Kohima/New Delhi INDIA,,,en,147,0,Tue Mar 05 20:29:44 +0000 2013,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'lindanewmai', 'name': 'Linda Newmai', 'id': 1365252054, 'id_str': '1365252054', 'indices': [3, 15]}], 'urls': []}",FALSE,Twitter for Android,,
818,1.31154E+18,10/1/2020 5:42,NoScarsOfficial,NO SCARS,,59,@NoScarsOfficial Give your hands the best care ! Rub on both hands with No Scars Hand Sanitizer !!… https://t.co/T8qLQIleQG,"Chandigarh, India",,,en,0,3,Fri Jul 03 07:43:34 +0000 2020,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'NoScarsOfficial', 'name': 'NO SCARS', 'id': 1278957500788641794, 'id_str': '1278957500788641794', 'indices': [0, 16]}], 'urls': [{'url': 'https://t.co/T8qLQIleQG', 'expanded_url': 'https://twitter.com/i/web/status/1311541979033956352', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [100, 123]}]}",FALSE,Twitter for Android,,1.27896E+18
819,1.31154E+18,10/1/2020 5:41,FOBAnantnag,"Field Outreach Bureau,Anantnag(J&K)","Official #TwitterHandle of Field Outreach Bureau, Min.of Information & Broadcasting, Govt. of India, Anantnag(J&K)
Reaching out to masses at grassroots level",191,"📢#CoronaVirusUpdates:

📍#COVID19 India Tracker
(As on 1 October, 2020, 08:00 AM)
👇

#IndiaFightsCorona… https://t.co/ofB2ejsjKD","Srinagar,J&K",,,en,3,2,Sat Apr 11 17:03:28 +0000 2020,"{'hashtags': [{'text': 'CoronaVirusUpdates', 'indices': [1, 20]}, {'text': 'COVID19', 'indices': [24, 32]}, {'text': 'IndiaFightsCorona', 'indices': [84, 102]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/ofB2ejsjKD', 'expanded_url': 'https://twitter.com/i/web/status/1311541737324568576', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [104, 127]}]}",FALSE,Twitter Web App,,
820,1.31154E+18,10/1/2020 5:39,FreeFlixMedia,FreeFlix Media Labs,"FreeFlix Media Suite empowers creators, studios & agencies -- manage, distribute, monetize & exchange -- digital media assets on the blockchain",159,"FreeFlix wishes Hon.President of India Shri #RamNathKovindJi a Happy 75th Birthday!! 

@rashtrapatibhvn… https://t.co/3SIzFi3wW0","Hyderabad, India",,,en,0,1,Wed Jul 24 09:37:24 +0000 2019,"{'hashtags': [{'text': 'RamNathKovindJi', 'indices': [44, 60]}], 'symbols': [], 'user_mentions': [{'screen_name': 'rashtrapatibhvn', 'name': 'President of India', 'id': 885487044243238912, 'id_str': '885487044243238912', 'indices': [87, 103]}], 'urls': [{'url': 'https://t.co/3SIzFi3wW0', 'expanded_url': 'https://twitter.com/i/web/status/1311541197450616837', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [105, 128]}]}",FALSE,TweetDeck,,
821,1.31154E+18,10/1/2020 5:39,FOBAnantnag,"Field Outreach Bureau,Anantnag(J&K)","Official #TwitterHandle of Field Outreach Bureau, Min.of Information & Broadcasting, Govt. of India, Anantnag(J&K)
Reaching out to masses at grassroots level",191,"#IndiaFightsCorona

Maintain a good work-life balance. For psychosocial support call NIMHANS (toll free) helpline #… https://t.co/oRtsVZahVS","Srinagar,J&K",,,en,3,2,Sat Apr 11 17:03:28 +0000 2020,"{'hashtags': [{'text': 'IndiaFightsCorona', 'indices': [0, 18]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/oRtsVZahVS', 'expanded_url': 'https://twitter.com/i/web/status/1311541141511180288', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",FALSE,Twitter Web App,,
822,1.31154E+18,10/1/2020 5:38,ranjanasingh64,Ranjana Singh,STPI,100,"RT @stpiindia: As work from home trend is expanding across industries during #COVID19 pandemic, business leaders must think about reducing…",,,,en,155,0,Mon Apr 11 05:00:27 +0000 2016,"{'hashtags': [{'text': 'COVID19', 'indices': [77, 85]}], 'symbols': [], 'user_mentions': [{'screen_name': 'stpiindia', 'name': 'STPI', 'id': 2713937910, 'id_str': '2713937910', 'indices': [3, 13]}], 'urls': []}",FALSE,Twitter Web App,,
823,1.31154E+18,10/1/2020 5:36,manassingharoy3,ManasSinghaRoy (সারদাসন্তান)नय यत्र ते मनः।ॐ॥,"Child of Shree Saaradaamaataa and Shree Raamakrishna.Poet.  Devoted to Ishta,Gurumaataa Sree Archanapurymaa, Durgamaa and Maadhavimaa. SanaatanDharmaSenaanee.",190,"RT @DDIndialive: India's #COVID19 recovery rate improves to 83.53%; Fatality rate declines to 1.56% &amp; more

WATCH: https://t.co/lEgfTikUl1…","Pashchim Banga,Bharatavarsha. ",,,en,8,0,Tue Apr 28 04:39:04 +0000 2015,"{'hashtags': [{'text': 'COVID19', 'indices': [25, 33]}], 'symbols': [], 'user_mentions': [{'screen_name': 'DDIndialive', 'name': 'DD India', 'id': 718368960903847936, 'id_str': '718368960903847936', 'indices': [3, 15]}], 'urls': [{'url': 'https://t.co/lEgfTikUl1', 'expanded_url': 'https://youtu.be/PRxDiLxkPAY', 'display_url': 'youtu.be/PRxDiLxkPAY', 'indices': [119, 142]}]}",FALSE,Twitter Web App,,
824,1.31154E+18,10/1/2020 5:36,sanjeevsanyal,Sanjeev Sanyal,"Writer, economist & collector of old maps. This twitter handle belongs primarily to the writer, and only occasionally to the economist. RTs are not endorsements",97123,"RT @DDIndialive: India's #COVID19 recovery rate improves to 83.53%; Fatality rate declines to 1.56% &amp; more

WATCH: https://t.co/lEgfTikUl1…","New Delhi, India",,,en,8,0,Sat Jan 10 16:07:48 +0000 2009,"{'hashtags': [{'text': 'COVID19', 'indices': [25, 33]}], 'symbols': [], 'user_mentions': [{'screen_name': 'DDIndialive', 'name': 'DD India', 'id': 718368960903847936, 'id_str': '718368960903847936', 'indices': [3, 15]}], 'urls': [{'url': 'https://t.co/lEgfTikUl1', 'expanded_url': 'https://youtu.be/PRxDiLxkPAY', 'display_url': 'youtu.be/PRxDiLxkPAY', 'indices': [119, 142]}]}",TRUE,Twitter for Android,,
825,1.31154E+18,10/1/2020 5:35,GinewsTamilsel1,Tamilselvan Jouranalist,"Writer,Interested in sharing news from all around the world.All views are personal.",168,"RT @DDIndialive: India's #COVID19 recovery rate improves to 83.53%; Fatality rate declines to 1.56% &amp; more

WATCH: https://t.co/lEgfTikUl1…",India,,,en,8,0,Sat Mar 04 03:59:01 +0000 2017,"{'hashtags': [{'text': 'COVID19', 'indices': [25, 33]}], 'symbols': [], 'user_mentions': [{'screen_name': 'DDIndialive', 'name': 'DD India', 'id': 718368960903847936, 'id_str': '718368960903847936', 'indices': [3, 15]}], 'urls': [{'url': 'https://t.co/lEgfTikUl1', 'expanded_url': 'https://youtu.be/PRxDiLxkPAY', 'display_url': 'youtu.be/PRxDiLxkPAY', 'indices': [119, 142]}]}",FALSE,Twitter for Android,,
826,1.31154E+18,10/1/2020 5:34,godyal_nagaraj,Godyal Nagaraj,"Investor,MCA Programme BUB,UVCE,MIIT, 100 Years Business Family, Hotel Business Since 1996, Garments business since 2000,Business Intelligence 5 years",38,"RT @MoHFW_INDIA: #IndiaFightsCorona

India's Centre-led strategies of enhanced infrastructure,  agressive and easily accessible country-wid…",India,,,en,75,0,Thu May 14 14:50:14 +0000 2020,"{'hashtags': [{'text': 'IndiaFightsCorona', 'indices': [17, 35]}], 'symbols': [], 'user_mentions': [{'screen_name': 'MoHFW_INDIA', 'name': 'Ministry of Health', 'id': 2596143056, 'id_str': '2596143056', 'indices': [3, 15]}], 'urls': []}",FALSE,Twitter Web App,,
827,1.31154E+18,10/1/2020 5:34,AnilP18101729,ANIL PARLI ( Anil P ),"https://t.co/lhRnAu0muT
https://t.co/DCJv49sOvS",189,"RT @MoHFW_INDIA: #IndiaFightsCorona

Maintain a good work-life balance. For psychosocial support call NIMHANS (toll free) helpline #080-461…",680581,,,en,70,0,Sat Sep 15 05:08:28 +0000 2018,"{'hashtags': [{'text': 'IndiaFightsCorona', 'indices': [17, 35]}], 'symbols': [], 'user_mentions': [{'screen_name': 'MoHFW_INDIA', 'name': 'Ministry of Health', 'id': 2596143056, 'id_str': '2596143056', 'indices': [3, 15]}], 'urls': []}",FALSE,Twitter for Android,,
828,1.31154E+18,10/1/2020 5:33,dr_kasturi,Dr.Rajeswari Kasturi,,2,"RT @GoIStats: Watch our Women #DataWarrior from Coimbatore collecting data, following the #COVID19  guidelines.
#IndiaFightsCorona
@Rao_Ind…","Bengaluru, India",,,en,20,0,Fri Mar 08 06:25:42 +0000 2013,"{'hashtags': [{'text': 'DataWarrior', 'indices': [30, 42]}, {'text': 'COVID19', 'indices': [90, 98]}, {'text': 'IndiaFightsCorona', 'indices': [112, 130]}], 'symbols': [], 'user_mentions': [{'screen_name': 'GoIStats', 'name': 'Ministry of Statistics & Programme Implementation', 'id': 1112694642246598659, 'id_str': '1112694642246598659', 'indices': [3, 12]}], 'urls': []}",FALSE,Twitter for Android,,
829,1.31154E+18,10/1/2020 5:32,FOBAnantnag,"Field Outreach Bureau,Anantnag(J&K)","Official #TwitterHandle of Field Outreach Bureau, Min.of Information & Broadcasting, Govt. of India, Anantnag(J&K)
Reaching out to masses at grassroots level",191,"RT @ROBJammuKashmir: #IndiaFightsCorona: 

Activities permitted from Oct 15 in areas outside Containment Zones:

▶️Swimming pools used for…","Srinagar,J&K",,,en,2,0,Sat Apr 11 17:03:28 +0000 2020,"{'hashtags': [{'text': 'IndiaFightsCorona', 'indices': [21, 39]}], 'symbols': [], 'user_mentions': [{'screen_name': 'ROBJammuKashmir', 'name': 'Regional Outreach Bureau, J&K', 'id': 4832518570, 'id_str': '4832518570', 'indices': [3, 19]}], 'urls': []}",FALSE,Twitter Web App,,
830,1.31154E+18,10/1/2020 5:32,FOBAnantnag,"Field Outreach Bureau,Anantnag(J&K)","Official #TwitterHandle of Field Outreach Bureau, Min.of Information & Broadcasting, Govt. of India, Anantnag(J&K)
Reaching out to masses at grassroots level",191,"RT @ROBJammuKashmir: #IndiaFightsCorona: 

▶️Social/academic/sports/entertainment/cultural/ religious/political functions already allowed w…","Srinagar,J&K",,,en,3,0,Sat Apr 11 17:03:28 +0000 2020,"{'hashtags': [{'text': 'IndiaFightsCorona', 'indices': [21, 39]}], 'symbols': [], 'user_mentions': [{'screen_name': 'ROBJammuKashmir', 'name': 'Regional Outreach Bureau, J&K', 'id': 4832518570, 'id_str': '4832518570', 'indices': [3, 19]}], 'urls': []}",FALSE,Twitter Web App,,
831,1.31154E+18,10/1/2020 5:32,FOBAnantnag,"Field Outreach Bureau,Anantnag(J&K)","Official #TwitterHandle of Field Outreach Bureau, Min.of Information & Broadcasting, Govt. of India, Anantnag(J&K)
Reaching out to masses at grassroots level",191,"RT @ROBJammuKashmir: #IndiaFightsCorona: 

📍Lockdown to remain in force in Containment Zones till 31 Oct, 2020. 

▶️State/UT govts shall no…","Srinagar,J&K",,,en,1,0,Sat Apr 11 17:03:28 +0000 2020,"{'hashtags': [{'text': 'IndiaFightsCorona', 'indices': [21, 39]}], 'symbols': [], 'user_mentions': [{'screen_name': 'ROBJammuKashmir', 'name': 'Regional Outreach Bureau, J&K', 'id': 4832518570, 'id_str': '4832518570', 'indices': [3, 19]}], 'urls': []}",FALSE,Twitter Web App,,
832,1.31154E+18,10/1/2020 5:32,FOBAnantnag,"Field Outreach Bureau,Anantnag(J&K)","Official #TwitterHandle of Field Outreach Bureau, Min.of Information & Broadcasting, Govt. of India, Anantnag(J&K)
Reaching out to masses at grassroots level",191,"RT @ROBJammuKashmir: #IndiaFightsCorona: 

State/UT govts shall not dilute these guidelines issued under the Disaster Management Act, 2005,…","Srinagar,J&K",,,en,2,0,Sat Apr 11 17:03:28 +0000 2020,"{'hashtags': [{'text': 'IndiaFightsCorona', 'indices': [21, 39]}], 'symbols': [], 'user_mentions': [{'screen_name': 'ROBJammuKashmir', 'name': 'Regional Outreach Bureau, J&K', 'id': 4832518570, 'id_str': '4832518570', 'indices': [3, 19]}], 'urls': []}",FALSE,Twitter Web App,,
833,1.31154E+18,10/1/2020 5:32,FOBAnantnag,"Field Outreach Bureau,Anantnag(J&K)","Official #TwitterHandle of Field Outreach Bureau, Min.of Information & Broadcasting, Govt. of India, Anantnag(J&K)
Reaching out to masses at grassroots level",191,"RT @ROBJammuKashmir: #IndiaFightsCorona: 

National directives for #COVID19 management: 

-Compulsory use of face covers/mask 
-Follow #Phy…","Srinagar,J&K",,,en,2,0,Sat Apr 11 17:03:28 +0000 2020,"{'hashtags': [{'text': 'IndiaFightsCorona', 'indices': [21, 39]}, {'text': 'COVID19', 'indices': [67, 75]}], 'symbols': [], 'user_mentions': [{'screen_name': 'ROBJammuKashmir', 'name': 'Regional Outreach Bureau, J&K', 'id': 4832518570, 'id_str': '4832518570', 'indices': [3, 19]}], 'urls': []}",FALSE,Twitter Web App,,
834,1.31154E+18,10/1/2020 5:32,pro_chrysotile,Pro Chrysotile,The Fibre Cement Products Manufactures’ Association (FCPMA) is the only and the apex association of Fibre Cement product manufacturers in India.,180,"Kindly follow these simple steps to prevent the spread of COVID.

Credits: World Health Organization (WHO)
.
.… https://t.co/6hWHEbJGYJ",India,,,en,0,1,Tue Jun 07 12:00:38 +0000 2016,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/6hWHEbJGYJ', 'expanded_url': 'https://twitter.com/i/web/status/1311539342507008001', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [112, 135]}]}",FALSE,Twitter Web App,,
835,1.31154E+18,10/1/2020 5:31,RiteshVijay6,Ritesh Vijay,"Senior Principal Scientist and Head
Centre for Strategic Urban Management (C-SUM), CSIR-NEERI, Nagpur
Tweeting with personal capacity",368,"RT @neeri_csum: #Covid19 dynamics of #India #Illustrated using #ComparativePie of NEW, CURED and DEATH cases within last 24 Hrs in each Sta…",Nagpur,,,en,3,0,Mon Apr 09 09:02:20 +0000 2018,"{'hashtags': [{'text': 'Covid19', 'indices': [16, 24]}, {'text': 'India', 'indices': [37, 43]}, {'text': 'Illustrated', 'indices': [44, 56]}, {'text': 'ComparativePie', 'indices': [63, 78]}], 'symbols': [], 'user_mentions': [{'screen_name': 'neeri_csum', 'name': 'C-SUM : Centre for Strategic Urban Management', 'id': 1280381739429277696, 'id_str': '1280381739429277696', 'indices': [3, 14]}], 'urls': []}",FALSE,Twitter Web App,,
836,1.31154E+18,10/1/2020 5:31,Narayan19620268,Narayan,Gandhi peace moment...,334,"RT @MoHFW_INDIA: #IndiaFightsCorona

Maintain a good work-life balance. For psychosocial support call NIMHANS (toll free) helpline #080-461…",india,,,en,70,0,Sat Mar 23 14:26:11 +0000 2019,"{'hashtags': [{'text': 'IndiaFightsCorona', 'indices': [17, 35]}], 'symbols': [], 'user_mentions': [{'screen_name': 'MoHFW_INDIA', 'name': 'Ministry of Health', 'id': 2596143056, 'id_str': '2596143056', 'indices': [3, 15]}], 'urls': []}",FALSE,Twitter Web App,,
837,1.31154E+18,10/1/2020 5:31,GVMC_OFFICIAL,Greater Visakhapatnam Municipal Corporation (GVMC),Official Twitter handle of Greater Visakhapatnam Municipal Corporation. Contact us at 1800 4250 0009.  Follow us at https://t.co/wKGXaJLHrB,15513,"Quit tobacco now! Call toll-free Quitline 1800112356 or register at https://t.co/OGLcJp6mP9. 

#IndiaFightsCorona https://t.co/u7jnuyxT5Y",Visakhapatnam,,,en,0,2,Fri Feb 27 12:09:12 +0000 2015,"{'hashtags': [{'text': 'IndiaFightsCorona', 'indices': [95, 113]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/OGLcJp6mP9', 'expanded_url': 'http://nhp.gov.in/quit-tobacco', 'display_url': 'nhp.gov.in/quit-tobacco', 'indices': [68, 91]}], 'media': [{'id': 1311538977313222657, 'id_str': '1311538977313222657', 'indices': [114, 137], 'media_url': 'http://pbs.twimg.com/media/EjOFwEPVcAEdYq4.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EjOFwEPVcAEdYq4.jpg', 'url': 'https://t.co/u7jnuyxT5Y', 'display_url': 'pic.twitter.com/u7jnuyxT5Y', 'expanded_url': 'https://twitter.com/GVMC_OFFICIAL/status/1311539164484050947/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 638, 'resize': 'fit'}, 'large': {'w': 768, 'h': 720, 'resize': 'fit'}, 'medium': {'w': 768, 'h': 720, 'resize': 'fit'}}}]}",FALSE,Twitter Web App,,
838,1.31154E+18,10/1/2020 5:30,ROBJammuKashmir,"Regional Outreach Bureau, J&K","Official account of Regional Outreach Bureau(J&K), M/o I&B, Government of India",1405,"#IndiaFightsCorona: 

National directives for #COVID19 management: 

-Compulsory use of face covers/mask 
-Follow… https://t.co/qMdqJw0TEV",Jammu And Kashmir,,,en,2,2,Thu Jan 21 11:00:23 +0000 2016,"{'hashtags': [{'text': 'IndiaFightsCorona', 'indices': [0, 18]}, {'text': 'COVID19', 'indices': [46, 54]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/qMdqJw0TEV', 'expanded_url': 'https://twitter.com/i/web/status/1311539026327863296', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [115, 138]}]}",FALSE,Twitter Web App,,
839,1.31154E+18,10/1/2020 5:30,MYBBSR,MY Bhubaneswar,"CONFUSED about the whereabouts and other interesting stuffs there in Bhubaneswar.

Facebook:
https://t.co/8FThx9DkWT

Instagram:
mybhubaneswar",823,"UNLOCK 5.0 GUIDELINES: CINEMA HALLS CAN OPEN, STATES TO DECIDE ON SCHOOLS FROM OCTOBER 15

For more details go thro… https://t.co/CRgAyC0NLD","bhubaneswar,odisha",,,en,0,2,Thu Sep 25 20:05:56 +0000 2014,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/CRgAyC0NLD', 'expanded_url': 'https://twitter.com/i/web/status/1311538972108091393', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",FALSE,Twitter for Android,,
840,1.31154E+18,10/1/2020 5:30,AnilP18101729,ANIL PARLI ( Anil P ),"https://t.co/lhRnAu0muT
https://t.co/DCJv49sOvS",189,"RT @MoHFW_INDIA: #IndiaFightsCorona

India's Centre-led strategies of enhanced infrastructure,  agressive and easily accessible country-wid…",680581,,,en,75,0,Sat Sep 15 05:08:28 +0000 2018,"{'hashtags': [{'text': 'IndiaFightsCorona', 'indices': [17, 35]}], 'symbols': [], 'user_mentions': [{'screen_name': 'MoHFW_INDIA', 'name': 'Ministry of Health', 'id': 2596143056, 'id_str': '2596143056', 'indices': [3, 15]}], 'urls': []}",FALSE,Twitter for Android,,
841,1.31154E+18,10/1/2020 5:29,HirenMParekh,Hiren Parekh,"Follow Me For All type News 1 Twitter Account, Proud Indian, Proud Gujarati, Proud Vadodarian. Like Follow Subscribed : Facebook Twitter YouTube : @HirenMParekh",658,"RT @MoHFW_INDIA: #IndiaFightsCorona

India's Centre-led strategies of enhanced infrastructure,  agressive and easily accessible country-wid…","Vadodara, Gujarat, India",,,en,75,0,Wed Oct 12 19:11:09 +0000 2011,"{'hashtags': [{'text': 'IndiaFightsCorona', 'indices': [17, 35]}], 'symbols': [], 'user_mentions': [{'screen_name': 'MoHFW_INDIA', 'name': 'Ministry of Health', 'id': 2596143056, 'id_str': '2596143056', 'indices': [3, 15]}], 'urls': []}",FALSE,Twitter for Android,,
842,1.31154E+18,10/1/2020 5:29,ROBJammuKashmir,"Regional Outreach Bureau, J&K","Official account of Regional Outreach Bureau(J&K), M/o I&B, Government of India",1405,"#IndiaFightsCorona: 

State/UT govts shall not dilute these guidelines issued under the Disaster Management Act, 20… https://t.co/VKNbYBhSRJ",Jammu And Kashmir,,,en,2,2,Thu Jan 21 11:00:23 +0000 2016,"{'hashtags': [{'text': 'IndiaFightsCorona', 'indices': [0, 18]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/VKNbYBhSRJ', 'expanded_url': 'https://twitter.com/i/web/status/1311538602833137664', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",FALSE,Twitter Web App,,
843,1.31154E+18,10/1/2020 5:28,ChameliDevi16,Chameli Devi,not amazing,109,"RT @micnewdelhi: #CoronaUpdatesIndia

Active Cases - 940705
Cured/Discharged- 5273201
Deaths - 98678

Updates on October 1, 2020 (8:00 AM)…",,,,en,5,0,Thu Apr 23 15:58:02 +0000 2020,"{'hashtags': [{'text': 'CoronaUpdatesIndia', 'indices': [17, 36]}], 'symbols': [], 'user_mentions': [{'screen_name': 'micnewdelhi', 'name': 'MAHA INFO CENTRE', 'id': 3242209183, 'id_str': '3242209183', 'indices': [3, 15]}], 'urls': []}",FALSE,Twitter for Android,,
844,1.31154E+18,10/1/2020 5:27,IndiainAustria,India in Austria,"Official Account, Embassy/Permanent Mission of India, Vienna.
Emergency Helpline: +4315058666",15364,"RT @COVIDNewsByMIB: #IndiaFightsCorona: 

National directives for #COVID19 management: 

-Compulsory use of face covers/mask 
-Follow #Phys…","Vienna, Austria",,,en,19,0,Fri May 15 05:06:21 +0000 2015,"{'hashtags': [{'text': 'IndiaFightsCorona', 'indices': [20, 38]}, {'text': 'COVID19', 'indices': [66, 74]}], 'symbols': [], 'user_mentions': [{'screen_name': 'COVIDNewsByMIB', 'name': '#IndiaFightsCorona', 'id': 1244892413262311425, 'id_str': '1244892413262311425', 'indices': [3, 18]}], 'urls': []}",TRUE,Twitter for Android,,
